4175	4571	3920	4505	4061	4210	3908	3982	3957	
4141	4527	3883	4513	4059	4219	3940	3930	3977	
4165	4535	3890	4520	4053	4195	3959	3940	3927	
4143	4525	3887	4508	4057	4193	3951	3946	3922	
4142	4519	3895	4516	4044	4188	3943	3946	3935	
4136	4502	3899	4524	4070	4175	3953	3966	3926	
4132	4492	3891	4510	4062	4192	3959	3958	3930	
4141	4477	3907	4514	4046	4186	3955	3977	3949	
4148	4485	3933	4530	4074	4187	3950	3970	3924	
4140	4528	4038	4563	4097	4188	3945	3988	3935	
4137	4502	4040	4572	4106	4185	3953	3982	3915	
4126	4490	3977	4540	4091	4211	3956	4012	3934	
4114	4467	3963	4558	4061	4225	3946	4016	3905	
4109	4445	3965	4553	4062	4197	3995	4022	3899	
4103	4455	3955	4558	4070	4204	3948	4076	3913	
4117	4468	3958	4548	4068	4188	3937	4007	3953	
4091	4418	3966	4569	4062	4204	3962	4012	3894	
4080	4416	3956	4561	4074	4185	3961	4011	3901	
4097	4408	3938	4559	4074	4180	3955	4025	3941	
4090	4415	3924	4551	4073	4175	3946	4022	3919	
4070	4422	3921	4544	4084	4165	3976	4027	3906	
4055	4416	3924	4530	4064	4147	3970	4004	3903	
4092	4416	3942	4560	4073	4156	4001	3984	3893	
4058	4464	3918	4558	4087	4160	4012	4002	3903	
4060	4426	3944	4560	4078	4163	4037	3972	3896	
4072	4446	3978	4553	4087	4151	4062	3955	3900	
4060	4449	4019	4548	4085	4177	4068	3964	3898	
4071	4465	4038	4543	4071	4158	4070	4004	3893	
4050	4431	4013	4550	4083	4161	4056	3960	3890	
4058	4436	3999	4541	4073	4152	4051	3969	3916	
4067	4445	4004	4531	4065	4138	4023	3954	3936	
4077	4439	3997	4518	4082	4139	4040	3958	3919	
4063	4446	3998	4536	4090	4135	4037	3956	3906	
4051	4409	3967	4511	4077	4138	4061	3964	3913	
4066	4432	3973	4520	4089	4126	4043	3940	3908	
4057	4432	3983	4513	4079	4122	4048	3934	3920	
4075	4446	3983	4510	4071	4128	4055	3937	3920	
4066	4472	3956	4520	4068	4136	4066	3959	3928	
4073	4432	3985	4537	4075	4133	4065	3936	3936	
4078	4447	3934	4537	4103	4148	4075	3961	3937	
4071	4451	3914	4494	4080	4136	4062	3963	3932	
4081	4447	3913	4499	4063	4135	4072	3958	3925	
